0,7.25
1,71.2833
2,7.925
3,53.1
4,8.05
5,8.4583
6,51.8625
7,21.075
8,11.1333
9,30.0708
10,16.7
11,26.55
12,8.05
13,31.275
14,7.8542
15,16.0
16,29.125
17,13.0
18,18.0
19,7.225
20,26.0
21,13.0
22,8.0292
23,35.5
24,21.075
25,31.3875
26,7.225
27,263.0
28,7.8792
29,7.8958
30,27.7208
31,146.5208
32,7.75
33,10.5
34,82.1708
35,52.0
36,7.2292
37,8.05
38,18.0
39,11.2417
40,9.475
41,21.0
42,7.8958
43,41.5792
44,7.8792
45,8.05
46,15.5
47,7.75
48,21.6792
49,17.8
50,39.6875
51,7.8
52,76.7292
53,26.0
54,61.9792
55,35.5
56,10.5
57,7.2292
58,27.75
59,46.9
60,7.2292
61,80.0
62,83.475
63,27.9
64,27.7208
65,15.2458
66,10.5
67,8.1583
68,7.925
69,8.6625
70,10.5
71,46.9
72,73.5
73,14.4542
74,56.4958
75,7.65
76,7.8958
77,8.05
78,29.0
79,12.475
80,9.0
81,9.5
82,7.7875
83,47.1
84,10.5
85,15.85
86,34.375
87,8.05
88,263.0
89,8.05
90,8.05
91,7.8542
92,61.175
93,20.575
94,7.25
95,8.05
96,34.6542
97,63.3583
98,23.0
99,26.0
100,7.8958
101,7.8958
102,77.2875
103,8.6542
104,7.925
105,7.8958
106,7.65
107,7.775
108,7.8958
109,24.15
110,52.0
111,14.4542
112,8.05
113,9.825
114,14.4583
115,7.925
116,7.75
117,21.0
118,247.5208
119,31.275
120,73.5
121,8.05
122,30.0708
123,13.0
124,77.2875
125,11.2417
126,7.75
127,7.1417
128,22.3583
129,6.975
130,7.8958
131,7.05
132,14.5
133,26.0
134,13.0
135,15.0458
136,26.2833
137,53.1
138,9.2167
139,79.2
140,15.2458
141,7.75
142,15.85
143,6.75
144,11.5
145,36.75
146,7.7958
147,34.375
148,26.0
149,13.0
150,12.525
151,66.6
152,8.05
153,14.5
154,7.3125
155,61.3792
156,7.7333
157,8.05
158,8.6625
159,69.55
160,16.1
161,15.75
162,7.775
163,8.6625
164,39.6875
165,20.525
166,55.0
167,27.9
168,25.925
169,56.4958
170,33.5
171,29.125
172,11.1333
173,7.925
174,30.6958
175,7.8542
176,25.4667
177,28.7125
178,13.0
179,0.0
180,69.55
181,15.05
182,31.3875
183,39.0
184,22.025
185,50.0
186,15.5
187,26.55
188,15.5
189,7.8958
190,13.0
191,13.0
192,7.8542
193,26.0
194,27.7208
195,146.5208
196,7.75
197,8.4042
198,7.75
199,13.0
200,9.5
201,69.55
202,6.4958
203,7.225
204,8.05
205,10.4625
206,15.85
207,18.7875
208,7.75
209,31.0
210,7.05
211,21.0
212,7.25
213,13.0
214,7.75
215,113.275
216,7.925
217,27.0
218,76.2917
219,10.5
220,8.05
221,13.0
222,8.05
